municipality,year,num_households,median_income
Tilburg,2016,103.0,22.7
Tilburg,2017,103.6,23.3
Tilburg,2018,104.6,23.8
Tilburg,2019,105.7,25.0
Tilburg,2020,106.8,26.2
Tilburg,2021,107.8,27.4
Tubbergen,2012,7.7,24.4
Tubbergen,2013,7.8,24.8
Tubbergen,2014,7.8,25.4
Tubbergen,2015,7.8,25.9
Tubbergen,2016,7.9,27.2
Tubbergen,2017,7.9,28.1
Tubbergen,2018,8.0,28.6
Tubbergen,2019,8.1,29.9
Tubbergen,2020,8.1,31.1
Tubbergen,2021,8.2,32.6
Twenterand,2012,12.7,22.2
Twenterand,2013,12.8,22.2
Twenterand,2014,12.9,22.8
Twenterand,2015,12.9,23.2
Twenterand,2016,13.0,24.2
Twenterand,2017,13.0,24.9
Twenterand,2018,13.1,25.4
Twenterand,2019,13.1,26.7
Twenterand,2020,13.2,27.8
Twenterand,2021,13.2,29.0
Tynaarlo,2012,13.6,25.8
Tynaarlo,2013,13.7,26.1
Tynaarlo,2014,13.6,27.1
Tynaarlo,2015,13.6,27.6
Tynaarlo,2016,13.7,28.6
Tynaarlo,2017,14.0,29.2
Tynaarlo,2018,14.0,29.6
Tynaarlo,2019,14.2,31.0
Tynaarlo,2020,14.3,32.3
Tynaarlo,2021,14.4,33.8
Tytsjerksteradiel,2012,13.1,23.2
Tytsjerksteradiel,2013,13.1,23.5
Tytsjerksteradiel,2014,13.1,24.0
Tytsjerksteradiel,2015,13.2,24.5
Tytsjerksteradiel,2016,13.2,25.5
Tytsjerksteradiel,2017,13.3,26.2
Tytsjerksteradiel,2018,13.3,26.6
Tytsjerksteradiel,2019,13.4,27.7
Tytsjerksteradiel,2020,13.6,28.8
Tytsjerksteradiel,2021,13.6,30.0
Uitgeest,2012,5.2,26.6
Uitgeest,2013,5.3,27.0
Uitgeest,2014,5.5,27.8
Uitgeest,2015,5.5,28.4
Uitgeest,2016,5.5,29.5
Uitgeest,2017,5.6,30.0
Uitgeest,2018,5.6,30.6
Uitgeest,2019,5.6,32.0
Uitgeest,2020,5.7,33.3
Uitgeest,2021,5.7,34.6
Uithoorn,2012,12.2,25.5
Uithoorn,2013,12.2,25.8
Uithoorn,2014,12.2,26.6
Uithoorn,2015,12.4,26.8
Uithoorn,2016,12.7,27.8
Uithoorn,2017,12.7,28.4
Uithoorn,2018,12.7,28.9
Uithoorn,2019,12.7,30.2
Uithoorn,2020,12.7,31.5
Uithoorn,2021,13.0,32.9
Urk,2012,5.5,22.4
Urk,2013,5.6,22.5
Urk,2014,5.8,23.5
Urk,2015,5.8,24.4
Urk,2016,5.9,25.8
Urk,2017,6.0,26.7
Urk,2018,6.1,26.9
Urk,2019,6.2,28.0
Urk,2020,6.3,29.4
Urk,2021,6.4,30.6
Utrecht,2012,161.3,21.4
Utrecht,2013,163.5,21.6
Utrecht,2014,165.9,22.3
Utrecht,2015,169.0,22.8
Utrecht,2016,170.9,23.8
Utrecht,2017,172.2,24.5
Utrecht,2018,173.8,25.4
Utrecht,2019,175.9,26.9
Utrecht,2020,177.3,28.4
Utrecht,2021,178.2,30.0
Utrechtse Heuvelrug,2012,20.7,26.8
Utrechtse Heuvelrug,2013,20.8,26.8
Utrechtse Heuvelrug,2014,20.6,27.9
Utrechtse Heuvelrug,2015,20.9,28.2
Utrechtse Heuvelrug,2016,21.0,29.1
Utrechtse Heuvelrug,2017,21.2,29.9
Utrechtse Heuvelrug,2018,21.2,30.4
Utrechtse Heuvelrug,2019,21.4,31.8
Utrechtse Heuvelrug,2020,21.4,32.9
Utrechtse Heuvelrug,2021,21.5,34.4
Vaals,2012,4.7,20.4
Vaals,2013,4.7,20.6
Vaals,2014,4.7,21.1
Vaals,2015,4.7,21.5
Vaals,2016,4.7,22.1
Vaals,2017,4.7,22.4
Vaals,2018,4.8,22.7
Vaals,2019,4.8,23.9
Vaals,2020,4.8,24.6
Vaals,2021,4.9,25.3
Valkenburg aan de Geul,2012,7.7,23.2
Valkenburg aan de Geul,2013,7.7,23.5
Valkenburg aan de Geul,2014,7.6,24.2
Valkenburg aan de Geul,2015,7.7,24.5
Valkenburg aan de Geul,2016,7.7,25.3
Valkenburg aan de Geul,2017,7.8,25.9
Valkenburg aan de Geul,2018,7.8,26.4
Valkenburg aan de Geul,2019,7.9,27.5
Valkenburg aan de Geul,2020,7.9,28.5
Valkenburg aan de Geul,2021,7.9,29.9
Valkenswaard,2012,13.7,23.7
Valkenswaard,2013,13.8,23.9
Valkenswaard,2014,13.7,24.7
Valkenswaard,2015,13.7,25.0
Valkenswaard,2016,13.8,25.9
Valkenswaard,2017,14.0,26.2
Valkenswaard,2018,14.1,26.8
Valkenswaard,2019,14.3,28.1
Valkenswaard,2020,14.4,29.3
Valkenswaard,2021,14.5,30.5
Veendam,2012,12.3,21.2
Veendam,2013,12.3,21.3
Veendam,2014,12.2,22.0
Veendam,2015,12.4,22.2
Veendam,2016,12.3,23.1
Veendam,2017,12.4,23.6
Veendam,2018,12.5,24.0
Veendam,2019,12.6,25.1
Veendam,2020,12.6,26.1
Veendam,2021,12.6,27.3
Veenendaal,2012,25.5,23.3
Veenendaal,2013,25.8,23.4
Veenendaal,2014,25.8,24.2
Veenendaal,2015,26.0,24.5
Veenendaal,2016,26.3,25.5
Veenendaal,2017,26.7,26.1
Veenendaal,2018,27.2,26.5
Veenendaal,2019,27.5,27.8
Veenendaal,2020,28.0,29.2
Veenendaal,2021,28.1,30.4
Veere,2012,9.1,25.6
Veere,2013,9.2,25.8
Veere,2014,9.3,26.5
Veere,2015,9.3,27.0
Veere,2016,9.3,28.0
Veere,2017,9.3,28.5
Veere,2018,9.3,29.0
Veere,2019,9.4,30.3
Veere,2020,9.4,31.4
Veere,2021,9.5,32.7
Veldhoven,2012,18.8,25.4
Veldhoven,2013,19.0,25.6
Veldhoven,2014,19.0,26.4
Veldhoven,2015,19.2,26.7
Veldhoven,2016,19.3,27.8
Veldhoven,2017,19.5,28.6
Veldhoven,2018,19.5,29.1
Veldhoven,2019,19.8,30.3
Veldhoven,2020,19.9,31.4
Veldhoven,2021,20.1,32.8
Velsen,2012,29.5,24.3
Velsen,2013,29.7,24.4
Velsen,2014,30.0,25.0
Velsen,2015,30.1,25.5
Velsen,2016,30.2,26.5
Velsen,2017,30.2,27.1
Velsen,2018,30.3,27.5
Velsen,2019,30.8,28.7
Velsen,2020,30.9,29.9
Velsen,2021,31.1,30.9
Venlo,2012,45.0,21.7
Venlo,2013,45.4,21.8
Venlo,2014,45.4,22.4
Venlo,2015,45.6,22.7
Venlo,2016,46.0,23.6
Venlo,2017,46.6,24.1
Venlo,2018,46.8,24.5
Venlo,2019,47.0,25.7
Venlo,2020,47.4,26.6
Venlo,2021,47.7,27.8
Venray,2012,17.8,23.6
Venray,2013,17.9,23.8
Venray,2014,18.0,24.4
Venray,2015,18.2,24.8
Venray,2016,18.3,25.9
Venray,2017,18.5,26.5
Venray,2018,18.6,26.9
Venray,2019,18.7,28.2
Venray,2020,19.0,29.3
Venray,2021,19.1,30.5
Vlaardingen,2012,33.3,22.0
Vlaardingen,2013,33.2,22.1
Vlaardingen,2014,33.4,22.6
Vlaardingen,2015,33.8,22.9
Vlaardingen,2016,33.9,23.6
Vlaardingen,2017,33.9,24.2
Vlaardingen,2018,33.9,24.8
Vlaardingen,2019,34.0,26.0
Vlaardingen,2020,34.5,27.0
Vlaardingen,2021,34.7,28.2
Vlieland,2012,0.5,21.6
Vlieland,2013,0.6,21.8
Vlieland,2014,0.6,21.8
Vlieland,2015,0.6,22.2
Vlieland,2016,0.6,23.0
Vlieland,2017,0.6,23.6
Vlieland,2018,0.6,22.7
Vlieland,2019,0.6,23.9
Vlieland,2020,0.6,24.9
Vlieland,2021,0.7,26.0
Vlissingen,2012,21.4,22.0
Vlissingen,2013,21.6,22.0
Vlissingen,2014,21.7,22.5
Vlissingen,2015,21.8,22.9
Vlissingen,2016,21.8,23.6
Vlissingen,2017,21.9,24.1
Vlissingen,2018,22.0,24.3
Vlissingen,2019,22.2,25.4
Vlissingen,2020,22.0,26.5
Vlissingen,2021,22.2,27.7
Voerendaal,2012,5.5,25.1
Voerendaal,2013,5.5,25.4
Voerendaal,2014,5.5,26.0
Voerendaal,2015,5.5,26.7
Voerendaal,2016,5.6,27.4
Voerendaal,2017,5.5,28.0
Voerendaal,2018,5.6,28.2
Voerendaal,2019,5.6,29.5
Voerendaal,2020,5.6,30.7
Voerendaal,2021,5.6,31.8
Voorschoten,2012,10.4,28.3
Voorschoten,2013,10.6,28.2
Voorschoten,2014,10.7,29.3
Voorschoten,2015,10.8,29.6
Voorschoten,2016,10.8,30.5
Voorschoten,2017,10.9,31.0
Voorschoten,2018,11.0,31.2
Voorschoten,2019,11.1,32.7
Voorschoten,2020,11.1,34.1
Voorschoten,2021,11.1,35.5
Voorst,2012,9.4,25.0
Voorst,2013,9.5,25.2
Voorst,2014,9.6,25.8
Voorst,2015,9.7,26.2
Voorst,2016,9.8,27.2
Voorst,2017,9.9,27.9
Voorst,2018,9.9,28.4
Voorst,2019,10.0,29.8
Voorst,2020,10.1,30.8
Voorst,2021,10.2,32.1
Vught,2012,12.5,26.1
Vught,2013,12.6,26.1
Vught,2014,12.5,27.1
Vught,2015,12.7,27.6
Vught,2016,12.8,28.8
Vught,2017,13.1,29.3
Vught,2018,13.1,29.9
Vught,2019,13.2,31.3
Vught,2020,13.3,32.8
Vught,2021,13.4,34.6
Waalre,2012,7.0,28.2
Waalre,2013,7.1,28.4
Waalre,2014,7.2,29.2
Waalre,2015,7.3,29.6
Waalre,2016,7.3,30.7
Waalre,2017,7.3,31.5
Waalre,2018,7.4,32.0
Waalre,2019,7.5,33.5
Waalre,2020,7.6,34.6
Waalre,2021,7.6,36.0
Waalwijk,2012,20.0,23.3
Waalwijk,2013,20.1,23.4
Waalwijk,2014,20.1,24.1
Waalwijk,2015,20.3,24.4
Waalwijk,2016,20.6,25.3
Waalwijk,2017,21.0,25.8
Waalwijk,2018,21.2,26.2
Waalwijk,2019,21.5,27.6
Waalwijk,2020,21.7,28.6
Waalwijk,2021,21.9,29.9
Waddinxveen,2012,10.4,24.8
Waddinxveen,2013,10.5,24.9
Waddinxveen,2014,10.5,25.7
Waddinxveen,2015,10.7,25.9
Waddinxveen,2016,10.9,27.2
Waddinxveen,2017,11.1,27.8
Waddinxveen,2018,11.6,28.4
Waddinxveen,2019,11.8,29.9
Waddinxveen,2020,12.1,31.2
Waddinxveen,2021,12.7,32.5
Wageningen,2012,18.2,20.0
Wageningen,2013,18.5,19.9
Wageningen,2014,19.1,19.9
Wageningen,2015,19.5,19.8
Wageningen,2016,19.5,20.4
Wageningen,2017,19.8,20.5
Wageningen,2018,19.9,21.1
Wageningen,2019,20.2,21.9
Wageningen,2020,20.5,22.9
Wageningen,2021,20.7,23.7
Wassenaar,2012,11.1,28.7
Wassenaar,2013,11.1,28.7
Wassenaar,2014,11.1,30.0
Wassenaar,2015,11.2,30.4
Wassenaar,2016,11.2,31.1
Wassenaar,2017,11.2,31.7
Wassenaar,2018,11.2,31.9
Wassenaar,2019,11.3,33.2
Wassenaar,2020,11.3,34.0
Wassenaar,2021,11.8,34.6
Waterland,2012,7.2,27.1
Waterland,2013,7.3,27.3
Waterland,2014,7.3,28.1
Waterland,2015,7.3,28.5
Waterland,2016,7.4,29.7
Waterland,2017,7.4,30.4
Waterland,2018,7.4,30.8
Waterland,2019,7.5,32.1
Waterland,2020,7.5,32.8
Waterland,2021,7.5,34.2
Weert,2012,21.1,23.5
Weert,2013,21.3,23.8
Weert,2014,21.5,24.5
Weert,2015,21.6,24.8
Weert,2016,21.8,25.7
Weert,2017,22.0,26.1
Weert,2018,22.1,26.6
Weert,2019,22.3,27.9
Weert,2020,22.6,28.9
Weert,2021,22.8,30.2
West Maas en Waal,2012,7.4,24.4
West Maas en Waal,2013,7.5,24.6
West Maas en Waal,2014,7.6,25.2
West Maas en Waal,2015,7.8,25.6
West Maas en Waal,2016,7.8,26.5
West Maas en Waal,2017,8.0,27.1
West Maas en Waal,2018,8.0,27.7
West Maas en Waal,2019,8.2,29.3
West Maas en Waal,2020,8.3,30.2
West Maas en Waal,2021,8.4,31.9
Westerveld,2012,8.2,24.1
Westerveld,2013,8.2,24.4
Westerveld,2014,8.2,25.1
Westerveld,2015,8.3,25.6
Westerveld,2016,8.2,26.5
Westerveld,2017,8.3,27.2
Westerveld,2018,8.5,27.6
Westerveld,2019,8.6,28.8
Westerveld,2020,8.7,30.0
Westerveld,2021,8.8,31.2
Westervoort,2012,6.4,23.1
Westervoort,2013,6.4,23.3
Westervoort,2014,6.5,24.0
Westervoort,2015,6.5,24.5
Westervoort,2016,6.5,25.3
Westervoort,2017,6.6,25.9
Westervoort,2018,6.7,26.4
Westervoort,2019,6.7,27.5
Westervoort,2020,6.7,28.8
Westervoort,2021,6.7,29.7
Westland,2012,41.5,25.1
Westland,2013,42.1,25.3
Westland,2014,42.6,26.0
Westland,2015,43.3,26.4
Westland,2016,43.6,27.5
Westland,2017,44.0,28.3
Westland,2018,45.0,28.7
Westland,2019,45.6,30.2
Westland,2020,46.2,31.3
Westland,2021,46.7,32.8
Weststellingwerf,2012,11.0,21.9
Weststellingwerf,2013,11.0,22.1
Weststellingwerf,2014,11.0,22.7
Weststellingwerf,2015,11.1,22.9
Weststellingwerf,2016,11.0,23.7
Weststellingwerf,2017,11.2,24.3
Weststellingwerf,2018,11.2,24.8
Weststellingwerf,2019,11.2,26.1
Weststellingwerf,2020,11.3,27.2
Weststellingwerf,2021,11.4,28.4
Wierden,2012,9.0,25.0
Wierden,2013,9.0,25.2
Wierden,2014,9.1,25.9
Wierden,2015,9.2,26.5
Wierden,2016,9.2,27.7
Wierden,2017,9.4,28.1
Wierden,2018,9.5,28.6
Wierden,2019,9.5,30.0
Wierden,2020,9.6,31.3
Wierden,2021,9.7,32.7
Wijchen,2012,16.8,24.2
Wijchen,2013,17.0,24.3
Wijchen,2014,17.1,25.2
Wijchen,2015,17.1,25.8
Wijchen,2016,17.2,26.9
Wijchen,2017,17.2,27.5
Wijchen,2018,17.4,27.9
Wijchen,2019,17.6,29.2
Wijchen,2020,17.7,30.4
Wijchen,2021,17.8,31.7
Wijdemeren,2012,9.8,27.2
Wijdemeren,2013,9.8,27.3
Wijdemeren,2014,9.9,28.2
Wijdemeren,2015,10.1,28.3
Wijdemeren,2016,10.2,29.4
Wijdemeren,2017,10.3,30.2
Wijdemeren,2018,10.3,30.7
Wijdemeren,2019,10.5,32.2
Wijdemeren,2020,10.6,33.3
Wijdemeren,2021,10.7,34.9
Wijk bij Duurstede,2012,9.3,26.1
Wijk bij Duurstede,2013,9.4,26.5
Wijk bij Duurstede,2014,9.5,27.1
Wijk bij Duurstede,2015,9.6,27.6
Wijk bij Duurstede,2016,9.8,28.7
Wijk bij Duurstede,2017,9.8,29.4
Wijk bij Duurstede,2018,9.9,30.1
Wijk bij Duurstede,2019,9.9,31.3
Wijk bij Duurstede,2020,10.1,32.4
Wijk bij Duurstede,2021,10.2,33.8
Winterswijk,2012,12.3,22.1
Winterswijk,2013,12.5,22.2
Winterswijk,2014,12.3,23.0
Winterswijk,2015,12.5,23.2
Winterswijk,2016,12.6,24.3
Winterswijk,2017,12.6,25.0
Winterswijk,2018,12.6,25.5
Winterswijk,2019,12.7,26.7
Winterswijk,2020,12.7,27.8
Winterswijk,2021,12.8,29.1
Woensdrecht,2012,9.1,24.5
Woensdrecht,2013,9.2,24.8
Woensdrecht,2014,9.3,25.4
Woensdrecht,2015,9.3,25.7
Woensdrecht,2016,9.3,26.5
Woensdrecht,2017,9.4,27.0
Woensdrecht,2018,9.5,27.3
Woensdrecht,2019,9.5,28.5
Woensdrecht,2020,9.6,29.6
Woensdrecht,2021,9.7,30.9
Woerden,2012,20.5,26.3
Woerden,2013,20.6,26.5
Woerden,2014,20.7,27.4
Woerden,2015,20.8,27.7
Woerden,2016,21.1,28.7
Woerden,2017,21.3,29.4
Woerden,2018,21.5,29.9
Woerden,2019,21.7,31.3
Woerden,2020,21.8,32.5
Woerden,2021,22.1,33.8
De Wolden,2012,9.6,24.5
De Wolden,2013,9.7,24.8
De Wolden,2014,9.6,25.7
De Wolden,2015,9.7,26.0
De Wolden,2016,9.8,27.1
De Wolden,2017,9.9,27.8
De Wolden,2018,10.0,28.2
De Wolden,2019,10.1,29.6
De Wolden,2020,10.2,30.8
De Wolden,2021,10.2,32.3
Wormerland,2012,6.7,25.3
Wormerland,2013,6.7,25.4
Wormerland,2014,6.8,26.2
Wormerland,2015,6.8,26.3
Wormerland,2016,6.8,27.4
Wormerland,2017,6.9,28.2
Wormerland,2018,7.0,28.5
Wormerland,2019,7.1,29.6
Wormerland,2020,7.1,30.8
Wormerland,2021,7.1,32.0
Woudenberg,2012,4.6,25.7
Woudenberg,2013,4.7,25.8
Woudenberg,2014,4.7,26.6
Woudenberg,2015,4.8,26.9
Woudenberg,2016,4.8,28.3
Woudenberg,2017,4.9,29.1
Woudenberg,2018,5.0,29.4
Woudenberg,2019,5.0,30.8
Woudenberg,2020,5.1,31.9
Woudenberg,2021,5.2,33.5
Zaanstad,2012,65.3,23.0
Zaanstad,2013,66.2,23.1
Zaanstad,2014,66.9,23.7
Zaanstad,2015,67.2,24.1
Zaanstad,2016,67.8,25.0
Zaanstad,2017,68.6,25.6
Zaanstad,2018,69.1,26.0
Zaanstad,2019,69.4,27.3
Zaanstad,2020,69.8,28.3
Zaanstad,2021,70.0,29.5
Zaltbommel,2012,10.2,24.6
Zaltbommel,2013,10.4,24.7
Zaltbommel,2014,10.5,25.3
Zaltbommel,2015,10.6,25.8
Zaltbommel,2016,10.8,26.8
Zaltbommel,2017,10.9,27.2
Zaltbommel,2018,11.1,27.7
Zaltbommel,2019,11.5,28.8
Zaltbommel,2020,11.8,29.8
Zaltbommel,2021,12.0,31.3
Zandvoort,2012,8.2,23.5
Zandvoort,2013,8.2,23.5
Zandvoort,2014,8.2,24.2
Zandvoort,2015,8.2,24.5
Zandvoort,2016,8.2,25.4
Zandvoort,2017,8.3,26.0
Zandvoort,2018,8.4,26.5
Zandvoort,2019,8.4,27.7
Zandvoort,2020,8.5,28.4
Zandvoort,2021,8.5,29.9
Zeewolde,2012,8.1,25.2
Zeewolde,2013,8.1,25.4
Zeewolde,2014,8.4,25.9
Zeewolde,2015,8.8,25.8
Zeewolde,2016,9.0,26.6
Zeewolde,2017,9.2,27.1
Zeewolde,2018,9.2,27.9
Zeewolde,2019,9.3,29.5
Zeewolde,2020,9.5,30.4
Zeewolde,2021,9.6,32.1
Zeist,2012,27.3,24.6
Zeist,2013,27.3,24.7
Zeist,2014,27.1,25.5
Zeist,2015,27.6,25.7
Zeist,2016,27.7,26.6
Zeist,2017,28.0,27.2
Zeist,2018,28.3,27.6
Zeist,2019,28.6,29.2
Zeist,2020,29.0,30.3
Zeist,2021,29.1,31.8
Zevenaar,2012,18.9,23.0
Zevenaar,2013,19.0,23.1
Zevenaar,2014,19.0,23.7
Zevenaar,2015,19.1,24.0
Zevenaar,2016,19.2,24.8
Zevenaar,2017,19.3,25.5
Zevenaar,2018,19.4,25.9
Zevenaar,2019,19.6,27.2
Zevenaar,2020,19.8,28.2
Zevenaar,2021,19.9,29.3
Zoetermeer,2012,53.1,24.6
Zoetermeer,2013,53.7,24.7
Zoetermeer,2014,54.0,25.4
Zoetermeer,2015,54.5,25.8
Zoetermeer,2016,54.9,26.7
Zoetermeer,2017,55.4,27.2
Zoetermeer,2018,55.5,27.6
Zoetermeer,2019,55.7,29.1
Zoetermeer,2020,55.8,30.4
Zoetermeer,2021,55.9,31.5
Zoeterwoude,2012,3.1,27.1
Zoeterwoude,2013,3.1,27.7
Zoeterwoude,2014,3.2,28.2
Zoeterwoude,2015,3.2,28.5
Zoeterwoude,2016,3.2,29.9
Zoeterwoude,2017,3.4,30.6
Zoeterwoude,2018,3.4,30.8
Zoeterwoude,2019,3.4,32.5
Zoeterwoude,2020,3.5,33.6
Zoeterwoude,2021,3.6,35.2
Zuidplas,2012,16.2,26.4
Zuidplas,2013,16.3,26.5
Zuidplas,2014,16.5,27.2
Zuidplas,2015,16.5,27.7
Zuidplas,2016,16.6,28.8
Zuidplas,2017,16.8,29.5
Zuidplas,2018,16.9,29.7
Zuidplas,2019,17.3,31.4
Zuidplas,2020,17.8,32.6
Zuidplas,2021,18.3,34.0
Zundert,2012,8.8,24.8
Zundert,2013,8.9,24.9
Zundert,2014,8.9,25.5
Zundert,2015,9.0,25.7
Zundert,2016,9.2,26.6
Zundert,2017,9.3,27.2
Zundert,2018,9.3,27.8
Zundert,2019,9.3,29.4
Zundert,2020,9.4,30.5
Zundert,2021,9.5,32.0
Zutphen,2012,21.0,22.5
Zutphen,2013,21.3,22.5
Zutphen,2014,21.2,23.1
Zutphen,2015,21.2,23.5
Zutphen,2016,21.4,24.3
Zutphen,2017,21.6,24.7
Zutphen,2018,21.8,25.2
Zutphen,2019,22.0,26.3
Zutphen,2020,22.0,27.6
Zutphen,2021,22.2,28.9
Zwartewaterland,2012,8.1,23.2
Zwartewaterland,2013,8.3,23.2
Zwartewaterland,2014,8.1,24.0
Zwartewaterland,2015,8.2,24.4
Zwartewaterland,2016,8.3,25.6
Zwartewaterland,2017,8.3,26.4
Zwartewaterland,2018,8.4,26.9
Zwartewaterland,2019,8.5,28.1
Zwartewaterland,2020,8.5,29.5
Zwartewaterland,2021,8.6,30.7
Zwijndrecht,2012,19.8,23.4
Zwijndrecht,2013,19.8,23.5
Zwijndrecht,2014,19.7,24.2
Zwijndrecht,2015,19.8,24.5
Zwijndrecht,2016,19.8,25.2
Zwijndrecht,2017,19.8,25.8
Zwijndrecht,2018,20.0,26.0
Zwijndrecht,2019,20.0,27.4
Zwijndrecht,2020,20.1,28.4
Zwijndrecht,2021,20.1,29.6
Zwolle,2012,55.2,22.6
Zwolle,2013,55.7,22.8
Zwolle,2014,55.8,23.6
Zwolle,2015,56.4,23.9
Zwolle,2016,57.2,24.9
Zwolle,2017,57.7,25.4
Zwolle,2018,58.3,25.8
Zwolle,2019,59.0,27.2
Zwolle,2020,59.8,28.4
Zwolle,2021,60.6,29.8
